연도,연번,지역,직장어린이집명,소재지,전화번호,설치일(인가일)
2022,661,경기도,SKT 판교 행복날개 어린이집,경기도 성남시 분당구 판교로 264 3층(삼평동),02-6100-0190,2020-03-03
2022,662,경기도,SK주식회사 늘푸른어린이집,경기도 성남시 분당구 성남대로343번길 9 SKU-타워 3층 SK주식회사 늘푸른어린이집 (정자동),02-6400-0655,2005-09-30
2022,663,경기도,SK플래닛키즈어린이집,경기도 성남시 분당구 판교로 264 SK플래닛 판교사옥 1층,02-6119-1004,2014-02-28
2022,664,경기도,Tmax사랑어린이집,경기도 성남시 분당구 정자일로 45 티맥스타워 2층(금곡동),031-713-0075,2016-02-24
2022,665,경기도,가톨릭대학교성빈센트병원어린이집,경기도 수원시 팔달구 경수대로 599-10,031-244-9392,2016-04-05
2022,666,경기도,가톨릭대학교요한어린이집,"경기도 부천시 지봉로 43 1층 (역곡동, 가톨릭대학교 성심교정 창업보육지원센터)",032-710-2078,2018-02-23
2022,667,경기도,건강보험심사평가원수원어린이집,경기도 수원시 팔달구 효원로308번길 46 (인계동),031-290-1380,2011-08-26
2022,668,경기도,경기꿈나래어린이집,경기도 수원시 장안구 조원로 18 (조원동),031-548-1211,2014-08-27
2022,669,경기도,경기꿈드림어린이집,"경기도 의정부시 동일로 700 (금오동, 경기도교육청북부청사)",031-821-3856,2018-09-21
2022,670,경기도,경기남부경찰청어린이집,경기도 수원시 장안구 창룡대로207번길 82-12,031-241 -1331,2020-09-10
2022,671,경기도,경기도의료원파주병원어린이집,경기도 파주시 황골로 97,031-957-7942,2015-02-25
2022,672,경기도,경기도일자리재단 새싹 어린이집,경기도 용인시 기흥구 용구대로 2311,031-270-9784,1997-09-22
2022,673,경기도,경기도청북부청사어린이집,경기도 의정부시 청사로 1 경기도청 북부청사 (신곡동),031-8030-5254,2003-03-20
2022,674,경기도,경기도청어린이집,경기도 수원시 팔달구 고화로130번길 21 (화서동),031-8008-3770,1994-04-01
2022,675,경기도,경기북부경찰청어린이집,경기도 의정부시 금오로23번길 22-49,031-844 -9890,2020-09-01
2022,676,경기도,경기주택도시공사 도담어린이집,경기도 수원시 권선구 권중로 46 (권선동),031-220-3528,2014-04-01
2022,677,경기도,경희대학교국제캠퍼스어린이집,경기도 용인시 기흥구 덕영대로 1732,031-201-2345,2017-05-01
2022,678,경기도,고대안산병원어린이집,경기도 안산시 단원구 다리간2길 70-9,031-413-6155,2008-09-04
2022,679,경기도,고양 법원어린이집,경기도 고양시 일산동구 호수로 550 고양 법원어린이집,031-920-3395,2018-02-13
2022,680,경기도,고양시청 직장어린이집,경기도 고양시 덕양구 원당로59번길 50-16,031-965-7878,2007-09-27
2022,681,경기도,고양청사푸르미어린이집,"경기도 고양시 덕양구 화중로104번길 50 (화정동,정부고양지방합동청사)",031-966-3396,2014-02-25
2022,682,경기도,공군오산기지어린이집,경기도 평택시 신장로 55,031-611-7737,2013-03-27
2022,683,경기도,과천시청 직장어린이집,경기도 과천시 관문로 69,02-502-0025,2016-02-25
2022,684,경기도,과천청사 청초롬 어린이집,경기도 과천시 관문로 47 (중앙동),02-3679-3774,2009-08-27
2022,685,경기도,과천청사어린이집,경기도 과천시 홍촌말로 38 (중앙동),02-504-3004,1996-02-10
2022,686,경기도,광교키즈드림어린이집,경기도 수원시 영통구 광교로 145,031-888-6080,2022-11-25
2022,687,경기도,광교테크노밸리어린이집,경기도 수원시 영통구 광교로 107 (이의동),031-259-7222,2011-05-11
2022,688,경기도,광명경찰서어린이집,경기도 광명시 금당로 31,02-897-0901,2016-08-26
2022,689,경기도,광명시청직장어린이집,경기도 광명시 시청로 20 광명시청 (철산동),02-2680-6397,2003-08-20
2022,690,경기도,광주시청직장어린이집,경기도 광주시 행정타운로 50 (송정동),031-761-1735,2009-04-30
2022,691,경기도,구리경찰서어린이집,경기도 구리시 아차산로 359,031-568-9733,2016-09-01
2022,692,경기도,구리사랑어린이집,경기도 구리시 아차산로 439 구리사랑어린이집 (교문동),031-550-2946,2006-01-16
2022,693,경기도,국립암센터어린이집,경기도 고양시 일산동구 일산로 323 (마두동),031-920-1935,2006-08-24
2022,694,경기도,국민건강보험공단일산병원어린이집,경기도 고양시 일산동구 일산로 107,031-900-0648,2015-08-25
2022,695,경기도,군포경찰서어린이집,경기도 군포시 산본로324번길 16,031-390 -1233,2020-08-31
2022,696,경기도,군포시청어린이집,경기도 군포시 청백리길 6 (금정동),031-390-0096,1996-05-01
2022,697,경기도,굿모닝직장어린이집,"경기도 평택시 참이슬길 13 103동 102호(합정동, 참이슬아파트)",031-658-3553,2014-04-28
2022,698,경기도,권율어린이집,"경기도 고양시 덕양구 서오릉로500번길 141-7 (동산동,ROKA미르시티아파트 내 보육시설)",02-389-6088,2015-12-29
2022,699,경기도,글로벌R&D센터어린이집,경기도 성남시 분당구 대왕판교로712번길 22 (삼평동) 글로벌 알앤디 센터 1층,031-739-7190,2013-03-04
2022,700,경기도,기아소하어린이집,경기도 광명시 기아로 34 기아자동차 고객센터 1층,02-801-2331,2017-05-15
2022,701,경기도,기아화성어린이집,경기도 화성시 우정읍 기아자동차로 559 2층,031-351-8745,2017-05-25
2022,702,경기도,기흥구청어린이집,"경기도 용인시 기흥구 관곡로 95 (구갈동, 기흥구청 내)",031-324-6599,2012-03-05
2022,703,경기도,기흥나노시티삼성어린이집,경기도 용인시 기흥구 삼성2로 43 기흥나노시티삼성어린이집(농서동),031-8000-0774,2011-08-30
2022,704,경기도,기흥삼성어린이집,경기도 용인시 기흥구 농서로 162 (농서동),031-209-8860,2003-02-27
2022,705,경기도,김포경찰서어린이집,경기도 김포시 태장로795번길 65,031-982 -8855,2022-03-01
2022,706,경기도,김포시청직장어린이집,경기도 김포시 사우중로 1 김포시청직장어린이집,031-980-2984,2004-01-01
2022,707,경기도,깊은바다고래어린이집,경기도 과천시 과천대로2길 48,02 -1111-1111,2022-08-26
2022,708,경기도,꿈에그린어린이집,경기도 가평군 조종면 청군로 1149 꿈에그린어린이집,031-585-1002,2015-12-18
2022,709,경기도,꿈에그린푸르미어린이집,"경기도 의정부시 호국로 1161 (가능동, 꿈에그린푸르미마을)",031-837-7942,2016-12-13
2022,710,경기도,남양주남부경찰서어린이집,경기도 남양주시 경춘로 532 남양주남부경찰서,031-555-0051,2022-02-28
2022,711,경기도,남양주시청 개나리어린이집,경기도 남양주시 경춘로 1037 (금곡동),031-559-3003,2003-02-27
2022,712,경기도,남이섬어린이집,경기도 가평군 가평읍 북한강변로 1007-34,010-8955-****,2021-02-26
2022,713,경기도,녹산어린이집,경기도 수원시 팔달구 중부대로 175 103호,031-215-1056,2016-03-28
2022,714,경기도,뉴고려병원부설파란잎어린이집,경기도 김포시 김포한강3로 290-16 이니스더원아파트 805동 102호,031-986-7853,2013-05-15
2022,715,경기도,늘예솔어린이집,경기도 성남시 분당구 판교역로 231 H스퀘어 4층,031-607-9993,2015-09-01
2022,716,경기도,다보스병원직장어린이집,경기도 용인시 처인구 백옥대로1082번길 14 (김량장동 18-1),031-332-7588,2012-01-30
2022,717,경기도,단국어린이집,경기도 용인시 기흥구 마북로247번길 124 집현재2 가동,031-282-0155,2016-08-31
2022,718,경기도,단원구청 직장어린이집,경기도 안산시 단원구 화랑로 250 단원구청직장어린이집,031-481-6029,2018-02-14
2022,719,경기도,덕양구청직장어린이집,경기도 고양시 덕양구 은빛로 78 (화정동),031-964-6115,2004-02-27
2022,720,경기도,도토리소풍넥슨달어린이집,경기도 성남시 분당구 판교로256번길 7 1층(삼평동),02-2091-8836,2013-12-27
2022,721,경기도,도토리소풍넥슨별어린이집,경기도 성남시 분당구 판교로256번길 7 넥슨빌딩 1층 (삼평동),02-2091-8872,2020-04-22
2022,722,경기도,도토리소풍넥슨해어린이집,"경기도 성남시 분당구 판교로256번길 25 1,2 층(삼평동)",031-708-0245,2016-03-31
2022,723,경기도,동국대일산병원직장어린이집,경기도 고양시 일산동구 무궁화로 260,031-903-6111,2016-02-29
2022,724,경기도,동두천경찰서어린이집,경기도 동두천시 상패로 89,031-863-2231,2022-02-28
2022,725,경기도,동탄산단해솔어린이집,경기도 화성시 동탄면 동탄산단6길 12,031-373-6062,2015-01-21
2022,726,경기도,동화어린이집,경기도 평택시 안중읍 덕우로 84-4,031-684-0030,2007-02-16
2022,727,경기도,두드림어린이집,경기도 군포시 군포첨단산업2로22번길 5,031-462-9906,2019-02-21
2022,728,경기도,두루말어린이집,경기도 이천시 장호원읍 경충대로 719-86 두루말어울림아파트 106동 1층,031-641-9888,2016-06-01
2022,729,경기도,럭키어린이집,"경기도 성남시 분당구 이매로 173 1, 2층(이매1동)",031-703-0953,2015-03-06
2022,730,경기도,롯데케미칼mom편한어린이집,경기도 군포시 한세로66번길 3-15 당정동,031-456-3071,2013-10-07
2022,731,경기도,르노코리아연구소어린이집(구.르노삼성연구소어린이집),경기도 용인시 기흥구 탑실로 61 공세동 르노삼성자동차(주)중앙연구소,031-693-6025,2016-02-15
2022,732,경기도,리틀 신동아어린이집,경기도 양주시 장흥면 호국로 698,031-875-8291,2018-02-22
2022,733,경기도,리틀어울림어린이집,경기도 파주시 문산읍 통일로 1750,031-953-0095,2018-03-08
2022,734,경기도,만도어린이집,경기도 성남시 분당구 판교로255번길 21 만도 글로벌알앤디센터 1층,02-6188-1670,2012-10-04
2022,735,경기도,만도평택어린이집,경기도 평택시 포승읍 연암길 46 만도사원아파트 102동 105호~106호,070-4152-9826,2016-08-30
2022,736,경기도,만안구청어린이집,경기도 안양시 만안구 냉천로 39,031-465-2017,2018-02-23
2022,737,경기도,맑은샘어린이집,경기도 안양시 만안구 냉천로 134,031-468-0022,2014-02-26
2022,738,경기도,맘편한어린이집,경기도 안산시 단원구 시화벤처로 575 캐논코리아 비즈니스 솔루션(주) 직장어린이집,031-412-0222,2016-02-26
2022,739,경기도,맹호어린이집,경기도 가평군 조종면 청군로 1208 맹호어린이집,031-585-1133,2016-02-29
2022,740,경기도,메리츠어린이집,경기도 부천시 송내대로 66 (상동),032-323-1020,2013-02-25
2022,741,경기도,명지병원하나린어린이집,경기도 고양시 덕양구 마상로57번길 87-35,070-4486-9267,2015-02-27
2022,742,경기도,미래나무어린이집,경기도 성남시 분당구 정자일로 155,031-5179-0234,2021-03-02
2022,743,경기도,미래키움어린이집,경기도 시흥시 시청로 20 어린이집(신관),031-317-5678,2014-02-20
2022,744,경기도,미소어린이집,경기도 양주시 남면 감악산로466번길 163-41 미소마을,031-866-2504,2014-10-31
2022,745,경기도,백마어린이집,경기도 광주시 오포읍 양벌로353번길 40-41 백마빌리지 106동1층,031-766-7715,2015-08-18
2022,746,경기도,법무부보드미어린이집,경기도 수원시 팔달구 팔달문로 176,031-216-1103,2020-02-19
2022,747,경기도,보바스어린이집,"경기도 성남시 분당구 궁내로40번길 37-7 1, 2층(금곡동)",031-719-3600,2008-06-20
2022,748,경기도,부천성모병원어린이집,경기도 부천시 소사로327번길 21 (소사동),032-343-7548,2020-04-27
2022,749,경기도,부천시청어린이집,경기도 부천시 길주로 210-2 (중동),032-326-7175,1997-08-14
2022,750,경기도,부천오정경찰서어린이집,경기도 부천시 소사로 631 (여월동),032-677-5656,2016-08-24
2022,751,경기도,분당경찰서어린이집,경기도 성남시 분당구 내정로166번길 19,031-713 -7570,2020-09-01
2022,752,경기도,분당구청어린이집,경기도 성남시 분당구 분당로 50 분당구청 내 1층 (수내동),031-729-7580,2003-05-01
2022,753,경기도,분당서울대학교병원 어린이집,"경기도 성남시 분당구 구미로173번길 82 분당서울대학교병원,2층(구미동)",031-787-4180,2015-08-19
2022,754,경기도,분당차병원어린이집,"경기도 성남시 분당구 방아로16번길 12 1층, (이매동)",031-702-5840,2016-11-29
2022,755,경기도,비승아이사랑어린이집,경기도 이천시 진상미로 1700-29 비승아파트 110동 101호,031-632-1040,2017-10-31
2022,756,경기도,비승어린이집,"경기도 이천시 진상미로 1700-29 (대포동, 비승아파트)",031-632-7580,2014-08-18
2022,757,경기도,산내들도담어린이집,경기도 포천시 영북면 영북로 210,031-531-3676,2011-09-19
2022,758,경기도,산내들어린이집,경기도 포천시 영북면 영북로 206,031-533-3113,2015-02-27
2022,759,경기도,삼성SDI기흥어린이집,경기도 용인시 기흥구 공세로 150-20 (공세동),031-274-5200,2012-02-22
2022,760,경기도,삼성SDS ICT수원센터어린이집,경기도 수원시 영통구 삼성로168번길 10 2층 (매탄동),031-8006-5181,2008-02-29
2022,761,경기도,삼성SDS 아이누리 어린이집,경기도 성남시 수정구 창업로 17,031-759 -8771,2022-06-27
2022,762,경기도,삼성SDS판교어린이집,경기도 성남시 분당구 대왕판교로606번길 10 타워1동 3층,031-8017-9626,2016-04-18
2022,763,경기도,삼성웰스토리어린이집,경기도 성남시 분당구 탄천상로151번길 20 월드쇼핑 A동 2층 (구미동),031-5171-4452,2020-03-06
2022,764,경기도,삼성전기어린이집,경기도 수원시 영통구 매영로 150 삼성전기 내 (매탄동),031-218-2935,2006-03-16
2022,765,경기도,삼성전자2어린이집,경기도 수원시 영통구 삼성로 130 (매탄동),031-217-6745,2012-05-24
2022,766,경기도,삼성전자3어린이집,경기도 수원시 영통구 삼성로 130 (매탄동),031-214-6891,2014-02-19
2022,767,경기도,삼성전자어린이집,경기도 수원시 영통구 삼성로 130 (매탄동),031-217-6740,1996-02-08
2022,768,경기도,삼성중공업 판교어린이집,경기도 성남시 분당구 판교로227번길 23 삼성중공업 R앤D센터 1층,031-8017-9004,2015-02-13
2022,769,경기도,삼양어린이집,경기도 성남시 분당구 판교로 295 1층(삼평동),02-2157-9089,2016-07-26
2022,770,경기도,상록구청어린이집,경기도 안산시 상록구 석호로 110 (사동),031-481-5745,2011-02-14
2022,771,경기도,상승숲속어린이집,경기도 이천시 장호원읍 경충대로597번길 225 (동원베네스트상승빌리지),031-641-7977,2015-01-15
2022,772,경기도,서울대늘푸른어린이집,경기도 시흥시 서울대학로 173,031-1111-1111,2020-09-29
2022,773,경기도,서울반도체 서울바이오시스직장어린이집,"경기도 안산시 단원구 광덕1로 80 104동 102호(초지동, 호수마을풍림아파트)",031-402-7179,2017-06-08
2022,774,경기도,서울특별시 보건환경연구원 어린이집,경기도 과천시 장군마을3길 30 (주암동),02-570-3150,2011-06-09
2022,775,경기도,서조어린이집,경기도 안양시 만안구 삼봉로 92,031-465-9965,2016-03-11
2022,776,경기도,선율어린이집,경기도 파주시 문산읍 돈유2로 26,031-953-2999,2020-02-28
2022,777,경기도,성남시청직장어린이집,경기도 성남시 중원구 성남대로 997 (여수동),031-729-2206,2010-02-24
2022,778,경기도,성남중원경찰서어린이집,경기도 성남시 중원구 금빛로2번길 10 상대원동,031-747-0901,2016-08-29
2022,779,경기도,성남행복어린이집,경기도 성남시 중원구 희망로392번길 13-9 (상대원동),031-745-4330,2016-03-04
2022,780,경기도,센트럴병원공동직장어린이집,경기도 시흥시 공단1대로 237 2층(신축동),031-8041-3993,2018-10-24
2022,781,경기도,수원남부경찰서어린이집,경기도 수원시 영통구 매봉로 52,031-211-2366,2016-08-25
2022,782,경기도,수원법원어린이집,경기도 수원시 영통구 광교중앙로266번길 53 영통구 하동 980,031-216-7930,2016-04-28
2022,783,경기도,수원사랑어린이집,경기도 수원시 권선구 세권로304번길 30-20 (권선동),031-228-4638,2004-02-24
2022,784,경기도,수원시청어린이집,경기도 수원시 팔달구 창룡대로 23 (매향동),031-228-7640,2001-11-27
2022,785,경기도,수원중부경찰서어린이집,경기도 수원시 장안구 금당로 70 (조원동),031-258-1148,2008-02-28
2022,786,경기도,수정구청어린이집,경기도 성남시 수정구 수정로 283 (신흥동),031-729-5580,1997-09-01
2022,787,경기도,수지구청직장어린이집,경기도 용인시 수지구 포은대로 435 수지구청직장어린이집,031-324-8591,2012-03-30
2022,788,경기도,수호천사공동직장어린이집,경기도 수원시 영통구 신원로 88 (신동),031-695-7004,2019-02-28
2022,789,경기도,순천향대학교 부천병원 직장어린이집,"경기도 부천시 조마루로 212 1204동104호(중동,무지개마을 동신아파트)",032-219-0117,2016-08-05
2022,790,경기도,숲속에버나인어린이집,경기도 고양시 일산동구 숲속마을2로 25 1006동 105호,031-818-9013,2015-03-05
2022,791,경기도,스마일게이트 스마일토리어린이집,경기도 성남시 분당구 판교로 344 스마일게이트 캠퍼스 1층,031-627-0221,2019-02-25
2022,792,경기도,스무빌직장어린이집,경기도 양평군 용문면 용문로 465,031-775-7955,2016-11-29
2022,793,경기도,스타트업캠퍼스어린이집,경기도 성남시 분당구 판교로289번길 20,031-5171-5110,2018-02-27
2022,794,경기도,승진어린이집,경기도 포천시 화현면 화동로 587-1,031-533-5877,2016-02-17
2022,795,경기도,시화병원어린이집,"경기도 시흥시 군자천로 381-2 (정왕동, 시화병원) 내 직장어린이집",031-432-2600,2020-10-22
2022,796,경기도,시흥경찰서어린이집,경기도 시흥시 황고개로 513,031-318 -3108,2020-08-27
2022,797,경기도,시흥시청어린이집,경기도 시흥시 시청로 20 어린이집(구관),031-310-2794,2004-03-01
2022,798,경기도,신동아어린이집,경기도 양주시 장흥면 호국로 698,031-829-8291,2016-03-09
2022,799,경기도,신한은행새싹어린이집,경기도 고양시 일산서구 중앙로 1442 신한은행건물2층 (주엽동),031-814-5234,2008-03-03
2022,800,경기도,신한일어린이집,경기도 부천시 중동로 33 (송내동),032-666-6520,2003-12-02
2022,801,경기도,신한키즈 일산어린이집,경기도 고양시 일산동구 중앙로 1311,031-906-5170,2019-02-28
2022,802,경기도,아름사랑어린이집,경기도 이천시 마장면 마도로 12 아름수리아파트 103동 103호,031-632-0601,2018-05-24
2022,803,경기도,아름수리어린이집,경기도 이천시 마장면 마도로 12 아름수리아파트 주민공용시설내,031-637-0620,2016-02-24
2022,804,경기도,아모레퍼시픽 용인 어린이집,경기도 용인시 기흥구 용구대로 1920 (보라동),031-899-2590,2005-07-15
2022,805,경기도,아이파크어린이집,경기도 포천시 이동면 화동로 2144-74,031-536-1289,2015-03-06
2022,806,경기도,아주대학교어린이집,경기도 수원시 영통구 월드컵로193번길 52-3 (원천동),031-219-4810,1999-03-06
2022,807,경기도,아지뜰어린이집,경기도 성남시 분당구 판교역로 166 2층,031-603-3103,2019-02-26
2022,808,경기도,안산상록경찰서어린이집,경기도 안산시 상록구 차돌배기로 10 상록경찰서직장어린이집 (사동),031-502-0225,2016-08-26
2022,809,경기도,안산시청어린이집,경기도 안산시 단원구 화랑로 387 안산시청 내 안산시청어린이집(고잔동),031-481-3145,1997-04-10
2022,810,경기도,안양동안경찰서어린이집,경기도 안양시 동안구 동안로159번길 43,031-386 -0810,2020-09-11
2022,811,경기도,안양법원어린이집,경기도 안양시 동안구 관평로212번길 69,031-8086-4580,2016-02-22
2022,812,경기도,안양시청어린이집,경기도 안양시 동안구 시민대로 235 (관양동),031-8045-2760,1996-11-15
2022,813,경기도,양주경찰서어린이집,경기도 양주시 평화로 1699,031-928 -7273,2020-08-26
2022,814,경기도,양주다솜어린이집,경기도 양주시 은현면 화합로1169번길 31-30,031-859-3190,2016-10-10
2022,815,경기도,양주시청감동어린이집,경기도 양주시 부흥로 1533,031-928-0914,2017-02-23
2022,816,경기도,양지2어린이집,"경기도 고양시 덕양구 중앙로64번길 136-2 121동 101호(화전동, 양지마을아파트)",02-3158-4771,2018-01-02
2022,817,경기도,양지어린이집,"경기도 고양시 덕양구 중앙로64번길 136-2 121동102호(화전동, 양지마을아파트)",02-3158-2554,2015-02-13
2022,818,경기도,어울림어린이집,경기도 파주시 문산읍 통일로 1750,031-952-0096,2017-03-03
2022,819,경기도,에버랜드어린이집,경기도 용인시 처인구 포곡읍 에버랜드로 199 (전대리 310외 20필지),031-320-9651,2018-02-22
2022,820,경기도,에스케이하이닉스어린이집,경기도 이천시 대월면 대산로208번길 250,031-636-6027,1999-01-11
2022,821,경기도,에어팰리스어린이집,경기도 하남시 초일로 78,02-481-7700,2015-06-15
2022,822,경기도,엔젤어린이집,경기도 오산시 가장산업동로 14-18,031-370-0830,2014-03-03
2022,823,경기도,여주시청직장어린이집,경기도 여주시 청심로 121-15,031-882-1788,2015-02-27
2022,824,경기도,연천아이파크어린이집,경기도 연천군 연천읍 평화로 1239,031-834-4860,2017-12-01
2022,825,경기도,연합어린이집,경기도 김포시 양촌읍 황금로323번길 26,031-8049-0201,2021-07-29
2022,826,경기도,오산경찰서어린이집,경기도 오산시 동부대로 596,031-372-9554,2016-08-30
2022,827,경기도,오산시청어린이집,경기도 오산시 운암로 64 오산동 대동아파트 109-101,031-372-7714,2012-02-15
2022,828,경기도,오산한국병원직장어린이집,"경기도 오산시 오산로160번길 14 109동 102호(원동,대림e편한세상1단지)",070-8800-3770,2020-02-20
2022,829,경기도,오코빌어린이집,경기도 포천시 일동면 소야길 52 (오뚜기빌 관리동),031-532-3079,2012-08-16
2022,830,경기도,온누리직장어린이집,경기도 용인시 처인구 금학로235번길 26 부대복리동,031-333-7069,2018-07-06
2022,831,경기도,온빛가득어린이집,경기도 부천시 성곡로33번길 30 (여월동),032-676-2950,2006-02-24
2022,832,경기도,용인서부경찰서어린이집,경기도 용인시 기흥구 용구대로2469번길 32,031-898 -2469,2020-09-22
2022,833,경기도,용인시청상록어린이집,경기도 용인시 처인구 중부대로 1199 용인시청 2층(삼가동 556),031-324-3539,1997-02-04
2022,834,경기도,우리어린이집,경기도 성남시 분당구 황새울로 346 3층(서현1동),031-8017-9192,2018-02-27
2022,835,경기도,웃는땅콩 R&D센터 어린이집,경기도 성남시 분당구 대왕판교로644번길 12 (삼평동 판교알앤디센터) 엔씨소프트센터 N동 1층,02-6201-7500,2013-08-09
2022,836,경기도,웃는땅콩 알파리움 어린이집,경기도 성남시 분당구 판교역로 145,02 -6201-0070,2022-02-28
2022,837,경기도,원광대학교 산본병원 직장어린이집,경기도 군포시 오금로 43,031-393-1222,2021-12-22
2022,838,경기도,유베이스어린이집,경기도 부천시 석천로60번길 29 (상동),032-652-7922,2016-09-21
2022,839,경기도,의돌이어린이집,경기도 의정부시 시민로 1 의정부시청 별관1층 (의정부동),031-828-8888,2001-07-10
2022,840,경기도,의정부경찰서어린이집,경기도 의정부시 호국로 1268 의정부경찰서어린이집,031-877-7686,2016-07-29
2022,841,경기도,의정부도담어린이집,경기도 의정부시 둔야로 9,031-877-9300,2021-10-21
2022,842,경기도,의정부성모병원어린이집,경기도 의정부시 천보로 271 의정부성모병원어린이집,031-820-3381,2016-02-11
2022,843,경기도,이오랑어린이집,경기도 안양시 동안구 동편로 110 동편마을 319동101호,031-337-9555,2016-09-05
2022,844,경기도,이우아이어린이집,경기도 화성시 삼성1로2길 13 이우아이어린이집,031-379-9411,2016-02-26
2022,845,경기도,이케아 다기스(광명)어린이집,경기도 광명시 일직로 17 이케아 다기스(광명)어린이집,02-899-6587,2014-12-01
2022,846,경기도,이케아 다기스(기흥)어린이집,경기도 용인시 기흥구 신고매로 62 (고매동),070-4336-7086,2019-11-28
2022,847,경기도,이케아다기스(고양)어린이집,경기도 고양시 덕양구 권율대로 420 이케아 1층,031-994-5800,2017-09-28
2022,848,경기도,일산동구청 어린이집,경기도 고양시 일산동구 중앙로 1256 일산동구청내,031-8075-6655,2000-09-29
2022,849,경기도,일산서구청직장어린이집,경기도 고양시 일산서구 중앙로 1600,031-918-3338,2014-04-02
2022,850,경기도,일산서부경찰서어린이집,경기도 고양시 일산서구 주엽로 176,031-911 -0901,2020-09-01
2022,851,경기도,일산에버나인어린이집,"경기도 고양시 일산동구 숲속마을2로 25 1006동 104호 (풍동, 숲속마을10단지아파트)",031-907-7930,2015-03-05
2022,852,경기도,자람어린이집,경기도 평택시 삼남로 17-6,031-664-5567,2018-11-01
2022,853,경기도,전진타운어린이집,경기도 파주시 사임당로 133-1 관리동,031-952-5001,2011-12-26
2022,854,경기도,제생병원어린이집,경기도 성남시 분당구 황새울로341번길 23 별관1층(서현1동),031-779-5047,2009-12-09
2022,855,경기도,중부지방국세청우리누리어린이집,경기도 수원시 장안구 경수대로 1110-17 (파장동),031-888-4212,2008-09-10
2022,856,경기도,중원구청어린이집,경기도 성남시 중원구 제일로 36 중원구청 내 2층 (성남동),031-751-7595,1998-02-09
2022,857,경기도,책N꿈 어린이집,경기도 성남시 분당구 동판교로 226 봇들마을 404동 101호,031-704-3927,2019-08-29
2022,858,경기도,처인구청직장어린이집,경기도 용인시 처인구 금령로 50 별관 3층(김량장동 286),031-321-2997,2012-05-31
2022,859,경기도,청룡어린이집,경기도 김포시 통진읍 조강로 106-10,031-997-3174,2021-03-15
2022,860,경기도,청파어린이집,경기도 수원시 권선구 경수대로359번길 14-16 (권선동)),031-225-9004,2010-03-31
2022,861,경기도,초록꿈어린이집,경기도 의왕시 안양판교로 143 (서울구치소 내) (포일동),031-423-9552,2013-03-08
2022,862,경기도,출판도시어린이집,경기도 파주시 광인사길 7,031-955-5600,2014-09-16
2022,863,경기도,충일어린이집,경기도 남양주시 홍유릉로 134 201호 1층,031-594-9977,2017-11-30
2022,864,경기도,코레일고양어린이집,경기도 고양시 덕양구 행주로 108-1 (행주내동),070-7613-3051,2014-03-19
2022,865,경기도,코오롱어린이집,경기도 과천시 코오롱로 11 5층,02-3677-5201,2010-08-27
2022,866,경기도,코이카어린이집,경기도 성남시 수정구 대왕판교로 825 한국국제협력단 내 코이카어린이집,031-777-2671,2015-08-31
2022,867,경기도,코코도르어린이집,경기도 용인시 처인구 모현읍 왕담로 149,070-4817-3565,2018-07-26
2022,868,경기도,크래프톤 어린이집,경기도 성남시 분당구 분당내곡로 117 크래프톤타워 3층(백현동),031-622-7540,2019-08-29
2022,869,경기도,태풍어린이집,경기도 연천군 전곡읍 평화로699번길 22,031-833-2824,2017-12-01
2022,870,경기도,텔스타 어린이집,경기도 평택시 청북읍 현곡산단로93번길 89,031-646-4198,2018-02-27
2022,871,경기도,파라곤직장어린이집,경기도 남양주시 순화궁로 249,031-572-0698,2021-08-06
2022,872,경기도,파주경찰서어린이집,경기도 파주시 쇠재로 140,031-956 -5213,2022-03-07
2022,873,경기도,파주시청어린이집,경기도 파주시 시민회관길 16-11,031-940-8604,2008-10-10
2022,874,경기도,판교세븐벤처밸리 어린이집,경기도 성남시 분당구 판교로228번길 15 판교세븐벤처밸리1 농수산홈쇼핑 1층 (삼평동),031-622-3973,2010-03-03
2022,875,경기도,평택삼성어린이집,경기도 평택시 고덕면 삼성로 145 (여염리),031-8094-9321,2019-02-22
2022,876,경기도,평택시청직장어린이집,경기도 평택시 중앙로 277,031-655-5500,2016-02-26
2022,877,경기도,포스코ICT어린이집,경기도 성남시 분당구 판교로 255 포스코ICT 1층 (삼평동),031-723-2113,2011-08-30
2022,878,경기도,포천시청어린이집,경기도 포천시 중앙로 87 (신읍동),031-531-8844,2003-02-28
2022,879,경기도,푸르니궁내어린이집(구.휴맥스어린이집),경기도 성남시 분당구 궁내로 52 1~3층(금곡동),031-786-0258,2016-02-29
2022,880,경기도,푸르니두나어린이집,"경기도 성남시 분당구 방아로 60 푸르니 두나 어린이집1,2층 (이매동)",031-705-1206,2006-06-01
2022,881,경기도,푸르니분당어린이집,경기도 성남시 분당구 방아로 50 (이매동),031-705-1205,2004-06-22
2022,882,경기도,푸르니수지 어린이집,경기도 용인시 수지구 고기로 176 푸르니수지어린이집,031-276-7432,2011-03-08
2022,883,경기도,푸르니이매어린이집,경기도 성남시 분당구 이매로89번길 16,031-705-4700,2017-02-24
2022,884,경기도,푸르니일산어린이집,경기도 고양시 일산서구 일산로 650 (대화동),031-994-3359,2004-06-29
2022,885,경기도,푸르니판교어린이집,경기도 성남시 분당구 분당내곡로 131,031-601 -7480,2022-06-27
2022,886,경기도,푸르름어린이집,경기도 성남시 분당구 판교로 242 판교디지털센터 A동 101호,031-8060-1392,2016-02-24
